Index,Hogwarts House
1206.0,Ravenclaw
1207.0,Slytherin
1208.0,Slytherin
1209.0,Gryffindor
1210.0,Hufflepuff
1211.0,Hufflepuff
1212.0,Slytherin
1213.0,Hufflepuff
1214.0,Hufflepuff
1215.0,Gryffindor
1216.0,Slytherin
1217.0,Ravenclaw
1218.0,Ravenclaw
1219.0,Ravenclaw
1220.0,Slytherin
1221.0,Hufflepuff
1222.0,Slytherin
1223.0,Gryffindor
1224.0,Hufflepuff
1225.0,Ravenclaw
1226.0,Gryffindor
1227.0,Slytherin
1228.0,Slytherin
1229.0,Slytherin
1230.0,Ravenclaw
1231.0,Ravenclaw
1232.0,Gryffindor
1233.0,Hufflepuff
1234.0,Hufflepuff
1235.0,Hufflepuff
1236.0,Ravenclaw
1237.0,Gryffindor
1238.0,Hufflepuff
1239.0,Slytherin
1240.0,Hufflepuff
1241.0,Slytherin
1242.0,Hufflepuff
1243.0,Ravenclaw
1244.0,Hufflepuff
1245.0,Hufflepuff
1246.0,Ravenclaw
1247.0,Ravenclaw
1248.0,Ravenclaw
1249.0,Hufflepuff
1250.0,Hufflepuff
1251.0,Hufflepuff
1252.0,Hufflepuff
1253.0,Hufflepuff
1254.0,Slytherin
1255.0,Ravenclaw
1256.0,Ravenclaw
1257.0,Ravenclaw
1258.0,Ravenclaw
1259.0,Gryffindor
1260.0,Hufflepuff
1261.0,Hufflepuff
1262.0,Hufflepuff
1263.0,Slytherin
1264.0,Slytherin
1265.0,Ravenclaw
1266.0,Slytherin
1267.0,Slytherin
1268.0,Hufflepuff
1269.0,Gryffindor
1270.0,Hufflepuff
1271.0,Gryffindor
1272.0,Slytherin
1273.0,Gryffindor
1274.0,Hufflepuff
1275.0,Hufflepuff
1276.0,Hufflepuff
1277.0,Gryffindor
1278.0,Hufflepuff
1279.0,Hufflepuff
1280.0,Ravenclaw
1281.0,Hufflepuff
1282.0,Ravenclaw
1283.0,Hufflepuff
1284.0,Slytherin
1285.0,Gryffindor
1286.0,Hufflepuff
1287.0,Hufflepuff
1288.0,Ravenclaw
1289.0,Hufflepuff
1290.0,Ravenclaw
1291.0,Hufflepuff
1292.0,Slytherin
1293.0,Slytherin
1294.0,Ravenclaw
1295.0,Slytherin
1296.0,Ravenclaw
1297.0,Hufflepuff
1298.0,Ravenclaw
1299.0,Ravenclaw
1300.0,Slytherin
1301.0,Gryffindor
1302.0,Hufflepuff
1303.0,Hufflepuff
1304.0,Gryffindor
1305.0,Slytherin
1306.0,Hufflepuff
1307.0,Ravenclaw
1308.0,Ravenclaw
1309.0,Gryffindor
1310.0,Ravenclaw
1311.0,Hufflepuff
1312.0,Hufflepuff
1313.0,Gryffindor
1314.0,Hufflepuff
1315.0,Hufflepuff
1316.0,Hufflepuff
1317.0,Slytherin
1318.0,Slytherin
1319.0,Hufflepuff
1320.0,Gryffindor
1321.0,Gryffindor
1322.0,Hufflepuff
1323.0,Gryffindor
1324.0,Ravenclaw
1325.0,Gryffindor
1326.0,Ravenclaw
1327.0,Ravenclaw
1328.0,Gryffindor
1329.0,Gryffindor
1330.0,Gryffindor
1331.0,Hufflepuff
1332.0,Ravenclaw
1333.0,Hufflepuff
1334.0,Ravenclaw
1335.0,Slytherin
1336.0,Ravenclaw
1337.0,Hufflepuff
1338.0,Ravenclaw
1339.0,Hufflepuff
1340.0,Slytherin
1341.0,Ravenclaw
1342.0,Hufflepuff
1343.0,Slytherin
1344.0,Ravenclaw
1345.0,Hufflepuff
1346.0,Slytherin
1347.0,Hufflepuff
1348.0,Gryffindor
1349.0,Slytherin
1350.0,Slytherin
1351.0,Ravenclaw
1352.0,Ravenclaw
1353.0,Ravenclaw
1354.0,Hufflepuff
1355.0,Ravenclaw
1356.0,Hufflepuff
1357.0,Hufflepuff
1358.0,Gryffindor
1359.0,Ravenclaw
1360.0,Hufflepuff
1361.0,Slytherin
1362.0,Gryffindor
1363.0,Gryffindor
1364.0,Ravenclaw
1365.0,Hufflepuff
1366.0,Hufflepuff
1367.0,Slytherin
1368.0,Ravenclaw
1369.0,Hufflepuff
1370.0,Gryffindor
1371.0,Ravenclaw
1372.0,Ravenclaw
1373.0,Hufflepuff
1374.0,Slytherin
1375.0,Hufflepuff
1376.0,Gryffindor
1377.0,Gryffindor
1378.0,Ravenclaw
1379.0,Slytherin
1380.0,Hufflepuff
1381.0,Ravenclaw
1382.0,Hufflepuff
1383.0,Ravenclaw
1384.0,Ravenclaw
1385.0,Hufflepuff
1386.0,Hufflepuff
1387.0,Ravenclaw
1388.0,Ravenclaw
1389.0,Ravenclaw
1390.0,Gryffindor
1391.0,Hufflepuff
1392.0,Ravenclaw
1393.0,Slytherin
1394.0,Ravenclaw
1395.0,Hufflepuff
1396.0,Ravenclaw
1397.0,Gryffindor
1398.0,Hufflepuff
1399.0,Gryffindor
1400.0,Gryffindor
1401.0,Slytherin
1402.0,Slytherin
1403.0,Ravenclaw
1404.0,Gryffindor
1405.0,Gryffindor
1406.0,Gryffindor
1407.0,Ravenclaw
1408.0,Hufflepuff
1409.0,Hufflepuff
1410.0,Gryffindor
1411.0,Hufflepuff
1412.0,Slytherin
1413.0,Ravenclaw
1414.0,Ravenclaw
1415.0,Hufflepuff
1416.0,Slytherin
1417.0,Gryffindor
1418.0,Ravenclaw
1419.0,Ravenclaw
1420.0,Hufflepuff
1421.0,Ravenclaw
1422.0,Hufflepuff
1423.0,Gryffindor
1424.0,Slytherin
1425.0,Hufflepuff
1426.0,Hufflepuff
1427.0,Hufflepuff
1428.0,Ravenclaw
1429.0,Ravenclaw
1430.0,Slytherin
1431.0,Ravenclaw
1432.0,Hufflepuff
1433.0,Ravenclaw
1434.0,Gryffindor
1435.0,Hufflepuff
1436.0,Slytherin
1437.0,Gryffindor
1438.0,Hufflepuff
1439.0,Hufflepuff
1440.0,Gryffindor
1441.0,Slytherin
1442.0,Hufflepuff
1443.0,Gryffindor
1444.0,Ravenclaw
1445.0,Gryffindor
1446.0,Hufflepuff
1447.0,Slytherin
1448.0,Ravenclaw
1449.0,Slytherin
1450.0,Ravenclaw
1451.0,Gryffindor
1452.0,Slytherin
1453.0,Hufflepuff
1454.0,Ravenclaw
1455.0,Hufflepuff
1456.0,Hufflepuff
1457.0,Gryffindor
1458.0,Gryffindor
1459.0,Hufflepuff
1460.0,Ravenclaw
1461.0,Slytherin
1462.0,Gryffindor
1463.0,Hufflepuff
1464.0,Hufflepuff
1465.0,Ravenclaw
1466.0,Hufflepuff
1467.0,Hufflepuff
1468.0,Hufflepuff
1469.0,Ravenclaw
1470.0,Slytherin
1471.0,Hufflepuff
1472.0,Slytherin
1473.0,Hufflepuff
1474.0,Gryffindor
1475.0,Hufflepuff
1476.0,Slytherin
1477.0,Ravenclaw
1478.0,Ravenclaw
1479.0,Slytherin
1480.0,Slytherin
1481.0,Ravenclaw
1482.0,Hufflepuff
1483.0,Hufflepuff
1484.0,Ravenclaw
1485.0,Hufflepuff
1486.0,Hufflepuff
1487.0,Slytherin
1488.0,Hufflepuff
1489.0,Ravenclaw
1490.0,Ravenclaw
1491.0,Hufflepuff
1492.0,Gryffindor
1493.0,Hufflepuff
1494.0,Ravenclaw
1495.0,Gryffindor
1496.0,Hufflepuff
1497.0,Slytherin
1498.0,Hufflepuff
1499.0,Ravenclaw
1500.0,Ravenclaw
1501.0,Hufflepuff
1502.0,Ravenclaw
1503.0,Gryffindor
1504.0,Hufflepuff
1505.0,Ravenclaw
1506.0,Hufflepuff
1507.0,Slytherin
1508.0,Slytherin
1509.0,Hufflepuff
1510.0,Hufflepuff
1511.0,Gryffindor
1512.0,Ravenclaw
1513.0,Ravenclaw
1514.0,Ravenclaw
1515.0,Ravenclaw
1516.0,Ravenclaw
1517.0,Hufflepuff
1518.0,Ravenclaw
1519.0,Gryffindor
1520.0,Gryffindor
1521.0,Ravenclaw
1522.0,Ravenclaw
1523.0,Ravenclaw
1524.0,Hufflepuff
1525.0,Hufflepuff
1526.0,Hufflepuff
1527.0,Hufflepuff
1528.0,Hufflepuff
1529.0,Gryffindor
1530.0,Hufflepuff
1531.0,Ravenclaw
1532.0,Slytherin
1533.0,Ravenclaw
1534.0,Ravenclaw
1535.0,Gryffindor
1536.0,Hufflepuff
1537.0,Hufflepuff
1538.0,Ravenclaw
1539.0,Slytherin
1540.0,Hufflepuff
1541.0,Hufflepuff
1542.0,Ravenclaw
1543.0,Hufflepuff
1544.0,Hufflepuff
1545.0,Slytherin
1546.0,Hufflepuff
1547.0,Gryffindor
1548.0,Slytherin
1549.0,Gryffindor
1550.0,Slytherin
1551.0,Ravenclaw
1552.0,Ravenclaw
1553.0,Hufflepuff
1554.0,Gryffindor
1555.0,Ravenclaw
1556.0,Ravenclaw
1557.0,Hufflepuff
1558.0,Ravenclaw
1559.0,Ravenclaw
1560.0,Ravenclaw
1561.0,Ravenclaw
1562.0,Ravenclaw
1563.0,Hufflepuff
1564.0,Ravenclaw
1565.0,Gryffindor
1566.0,Gryffindor
1567.0,Ravenclaw
1568.0,Ravenclaw
1569.0,Ravenclaw
1570.0,Hufflepuff
1571.0,Slytherin
1572.0,Hufflepuff
1573.0,Gryffindor
1574.0,Ravenclaw
1575.0,Ravenclaw
1576.0,Ravenclaw
1577.0,Ravenclaw
1578.0,Gryffindor
1579.0,Slytherin
1580.0,Hufflepuff
1581.0,Slytherin
1582.0,Ravenclaw
1583.0,Slytherin
1584.0,Slytherin
1585.0,Hufflepuff
1586.0,Slytherin
1587.0,Hufflepuff
1588.0,Slytherin
1589.0,Hufflepuff
1590.0,Ravenclaw
1591.0,Slytherin
1592.0,Gryffindor
1593.0,Ravenclaw
1594.0,Hufflepuff
1595.0,Gryffindor
1596.0,Hufflepuff
1597.0,Gryffindor
1598.0,Hufflepuff
1599.0,Hufflepuff
